,0
2,"The King Of Canoodle-Dum First Love Brave Alum Bey Sir Barnaby Bampton Boo The Modest Couple The Martinet The Sailor Boy To His Lass The Reverend Simon Magus Damon v. Pythias My Dream The Bishop Of Rum-Ti-Foo Again A Worm Will Turn The Haughty Actor The Two Majors Emily, John, James, And I."
897,"Two things; both which, it seems to us, are indispensable for such men."
13528,"My partiality to Switzerland, excited by its natural charms, induces me to hope that the manners of the inhabitants are amiable; but at the same time I cannot help frequently comparing them with those of the French, and, as far as I have had opportunity to observe, they lose very much by the comparison."
200,"As for mamma, she was quite invisible all day, and came in at night so tired that she could only lie on the sofa to rest, smiling as if some very pleasant thought made her happy in spite of weariness."
2924,"Anna's demeanour was still imperturbable, her marble pallor untinged by the slightest flush of colour."
5864,"Until this expedition of his sons he had, for more than fourteen years never been alone in those morning rounds on his farm; and much as he loved his daughters, they seemed to weigh very light in the scale compared with the sturdy heir who loved every acre with his own ancestral love."
303,"So full of her plan was Tessa that she ran upstairs at once, and asked Tommo if he would take her with him on the morrow."
1388,"The Knight of the Leopard retired, and presently afterwards the chamberlain announced a deputation from the Council, who had come to wait on the Majesty of England."
529,He will go through the same business with the customs and the same business with the money.
1193,Passion!
2976,"""Yes, Mrs. Dallow if you like."""
4964,"This would be to proceed like men of business, methodically and rationally, and on the only principles of public and private credit that have an existence."
2334,"""Some day I hope you butt into the Cyrus K. Ginn Home for Old Fossils, but now--""  While Mr. Hartwig followed him in alarm, Father skipped up the steps, jabbed at the push-button."
35697,"Now, where things willed and desired meet with such obstructions, no marvel if our willing and desiring, though they set out lustily at the beginning, come yet lame home in conclusion."
1490,"I ask'd who employ'd her to sweep there; she said, ""Nobody, but I am very poor and in distress, and I sweeps before gentlefolkses doors, and hopes they will give me something."""
3203,27.
3552,"""If he was a concentrated Boer, he couldn't expect much more,"" he observed."
3126,"He spoke to demand if the anchors were clear, and then he was heard, shouting again from his station in the weather gangway--  ""Hard a-weather!--""  The first efforts of the cruiser to obey her helm, stripped as she was of canvas, were labored and slow."
439,"James came to play with Rollo that afternoon, and Rollo explained to him his plan of collecting a museum of curiosities."
811,"They do this, though from afar, and though he who possesses them may not presume to take the world into his confidence."
645,"And as she retired, she murmured her gratitude gracefully to Julie's young physician."
4202,"Wednesday, August 3."
226,"""You don't say--I didn't connect her with him."
28986,"Yourself, if you please."
3231,"They who wander from duty, always plunge themselves into troubles they do not anticipate; and if you do what, at the time you are doing it, you know to be wrong, it will not be unjust that you should suffer the consequences, even if they were not beforehand understood and expected."
19612,"""Thank you,"" he said; ""I must go now."
1139,"He went to the side of the car and remained for a time staring with unseeing eyes at a huge cluster of great clouds--a cluster of slowly dissolving Monte Rosas, sunlit below."
501,The tyranny that it proposes to exercise over people's private lives seems to me to be quite extraordinary.
5556,"""Certainly."""
1128,You're before your time--that train's always late.
1132,"But the truth is, they were very great days at Berlin, those of Autumn, 1750; distinguished strangers come or coming; the King giving himself up to entertainment of them, to enjoyment of them; with such a hearty outburst of magnificence, this Carrousel the apex of it, as was rare in his reign."
4169,"""Oh yes,--there was a promise, Lady Lovel; a promise as firmly spoken as when you told the late lord that you would be his wife."""
1274,"Mrs. Parsons came in, and her quiet face lit up, too, as she greeted Mary."
1022,"Trusting that he had out-travelled pursuit, he encamped on the border of the river; still it was an anxious night, and he was up at daybreak to devise some means of reaching the opposite bank."
11864,But against such intentions as these she had no reason to fight.
5733,"She poured more, till the head was moved a little towards her, and the eyes of the old man opened full upon her with the vague look of returning consciousness."
3242,"I was at first touched by the expressions of his misery; yet, when I called to mind what Frankenstein had said of his powers of eloquence and persuasion, and when I again cast my eyes on the lifeless form of my friend, indignation was rekindled within me."
726,BLAYNE.
1964,"Three days before Christmas Hepburn's brigade had been moved in from their bivouac in the snow covered trenches, and assigned quarters in the town, and the count, who arrived on the following day, at once repaired to the mansion inhabited by the colonel and officers of Munro's regiment, and inquired for Malcolm Graheme."
3987,'Cover it?
90,They were not meanwhile certainly what most made him roam--the missing explanations weren't.
3058,"""The house wouldn’t hold my husband if I did,"" she remarked with a shiver."
553,"""American English isn't Oxford English, but your people are beginning to use it and Miss Barbara learns fast."
3361,"Edmund and Freda survived King Alfred many years, and their district continued to be one of the most prosperous and well-ruled in the kingdom."
1247,"And to see that he doesn't miss it is, in a word, what I've come out for."""
4364,"One dog struck at the buck's throat, another dashed his sharp nose and fangs, I might almost say, into the animal's bowels."
4799,"Ah yes, you are right, I love the eighteenth century; and so do you, and have not listened to its voice in vain.--The Hunted One,       ROBERT LOUIS STEVENSON."
3206,"Ludlow did not come to see Cornelia, but they met, from time to time, at Mrs. Westley's, where he was aware of her being rather taken up; at Mrs. Maybough's, where he found it his duty to show himself after his failure with Charmian's picture, so as to help Mrs. Maybough let people know there was nothing but the best feeling about it; and, more to his surprise, at Wetmore's."
497,"""Or that it was intended for a row-boat?"""
10171,"and when you forget yourself, permit one who might be your father to point where you are wrong."""
14727,"Mr Squeers continued to look disconsolately about him, and to listen to these noises in profound silence, broken only by the rustling of his large coat, as he now and then moved his arm to raise his glass to his lips."
1199,"Your Highness hears This burst and bass of loyal harmony, And how we each and all of us abhor The venomous, bestial, devilish revolt Of Thomas Wyatt."
1118,whose shadows block the door?
3391,"Most of the chiefs wished to follow at once and give battle, urging that it would be hazardous to advance south and leave the enemy to cut off their retreat; but the prince himself saw the supreme importance of a descent into the Lowlands, and that plan of action was decided upon."
6227,"Ditto, ultimate segment of."
288,"Shot over my head a little, and other people's too: but my Mary--my daughter, sir, thought it beautiful; and there's nothing that she don't know."""
4745,"""I never particularly loved him myself."""
26,"As the vessel bent before the breeze, and cut swiftly through the water, a female hand was raised among the gazers on the pier, and a white scarf waved in the breeze."
2414,"A sudden thought, a sudden fear, shot into my mind."
21639,And she had changed her mind.
1342,"'To be sure, considering the exhibition you performed in his presence this afternoon, I might say it would be wise to refuse him: since he asked you after that, he must either be hopelessly stupid or a venturesome fool.'"
2025,"""I saw you down on the parade ground, Blunt,"" the adjutant said."
1307,LECTURE VII  COLOUR   173.
7873,"My mother strode with the same eagerness in her eye and her step, to the counter, and said:  ""Is Dr. Barrett of St. Louis, here?"""
22,"George Eliot belongs to and is the greatest of the school of artists in fiction who write fiction as a means to an end, instead of as an end."
309,"I pretended that I had read every book he mentioned so that in the end he said:  ""Ah, I can see you are a bookworm like myself."
3517,"Just as they got downstairs again into the hall, Paul saw the weak-eyed young man who had given that mortal offence to Mrs Pipchin, suddenly seize a very large drumstick, and fly at a gong that was hanging up, as if he had gone mad, or wanted vengeance."
1835,"When you had found the camp you should have returned, so that we might all attack it together."
250,"""Lor' knows what would 'a' happened to us without the trees!"
645,"I believe it will not be counted among the least of your virtues hereafter that you comforted the last hours of an old soldier by opening your heart and your home to his friendless child."""
1312,ii.
4216,"The cloak lay ready to his hand, for such cloaks were used as blankets (XXIV."
2577,"""Thank you, Mrs."
1007,"Why, you could see the color o' every thing."
2343,Could you smell his breath?
2100,Exactly in the same way the ruder or more sluggish races regard the civilisation of Christendom.
230,"As a mother she is unexceptionable; her solid affection for her child is shown by placing her in hands where her education will be properly attended to; but because she has not the blind and weak partiality of most mothers, she is accused of wanting maternal tenderness."
8381,"Each reef includes one, two, or several rocky islands of various heights; and in one instance, even as many as twelve separate islands."
831,"As it came nearer the Tin Woodman saw that running before the beast was a little gray field mouse, and although he had no heart he knew it was wrong for the Wildcat to try to kill such a pretty, harmless creature."
6843,"Fulkerson felt capable, in his desperation, of delicately suggesting such a course to Lindau, or even of plainly advising it: he did not care for Lindau a great deal, and he did care a great deal for the magazine."
970,See here again the devil to do!
814,"The shore was communicated with, the alarm was given, the telegraph, up and down the coast trilled with excitement, other boats were manned--consternation prevailed."
1148,"Also the Angle AYS, which the Rays AN and HS contain will first decrease, and then increase and grow least when ND is to CN as sqrt(II - RR) to sqrt(8)RR, in which case NE will be to ND, as 3R to I."
3944,"""We've decided to charge the demurrage and other expenses and loss to Tui Tulifau,"" Grief said."
1312,'Let no more be said about this.'
4127,"What a fool you were, Charles."""
3948,"They were soon rowed there, in a boat from the ship which they had first boarded; and Ada, on gaining the deck, saw her mother sitting among some other ladies, fugitives like herself."
418,"Whereby it is plain how much the sorts of mixed modes are the creatures of the understanding, where they have a being as subservient to all the ends of real truth and knowledge, as when they really exist."
1729,"By the way, did you ever read anything about Buddhism?"
4938,Tuesday was the day upon which Michel Rollin came to Amitrano's.
3847,She laid her slender fingers upon his arm.
2814,Talking in your sleep shall betray you; in the delirium of a fever you yourselves shall make your own wickedness known.
1188,A spark flashed into Mr. Campbell's black eyes.
3186,He was growing too old to put up with strangers.
2495,"He was, however, for the most part, almost unduly cautious in his conversation, and she now and then wondered whether his reticence cost him anything."
6316,"Although the domestic goose certainly differs somewhat from any known wild species, yet the amount of variation which it has undergone, as compared with that of most domesticated animals, is singularly small."
8243,"""Ah!--that's you, you traitor, is it?"""
589,"But as long as they were held to be miraculous, not to examine the evidence, said Hume, was the policy of 'all reasonable people.'"
4126,"""You shall be minutely obeyed, Mrs. Pryor."
1465,"Oliver advised this man to give up underground work for some time, and, having prescribed for him and spoken encouragingly to his wife, left the cottage to continue his rounds."
4434,The face of one of the players attracted Victor's attention.
2235,"""James must have tint his wits,"" said Alan."
2411,"He positively shakes when he speaks to him."""
10066,"The voice of the other interlocutor Carol did not catch, nor, though Mrs. Bogart was proclaiming that he was her confidant and present assistant, did she catch the voice of Mrs. Bogart's God."
34,The Missing Ship                           177                XX.
2157,"As soon as they left the table, Miss Muir sent Bella to her mother; and, knowing that Coventry would not linger long at his wine, she hurried away to the Hall."
4714,"We worked, it is true, in the mornings, but in the afternoons we rode or played tennis in the Bois."
8269,'Certainly not; I shall keep the boy with myself.'
7623,"""Well, you haven't made exactly a good thing out of life, have you?"""
1823,"""Not until after call-over."
2805,He had felt the kiss descending on him almost like a benediction.
150,"A hundred yards on his route Baldy reined in on the top of a bare knoll, and emitted a yell."
5722,"""No, I'll come too."
963,"Bunyan's men would do right that they might come some day to the Delectable Mountain, and not at all that they might live happily in a world whose beauty was but an entanglement about their feet."
779,"It was one of the first mornings of perfect summer, and the drawing-room, through the open windows, was flooded with such a confusion of odours and bird-notes as might warrant the hope that Madame de Mauves would renew with him for an hour or two the exploration of the forest."
1836,"But with all his specialist knowledge he could not ""place"" Methuselahism among what Bossuet called the variations of Protestantism."
2132,Presently gray forms could be descried just at the edge of the circle of light.
596,or has the stabling of the dragoon horses in the great houses of Italy any distinct effect in the promotion of the cotton-trade?
2825,"Happily for the Inhabitants of Westmoreland, as no dispositions existing among them could furnish a motive for this restrictive measure, so they will not be sorry that their remoteness from scenes of public confusion, has placed them where they will be slow to give an unqualified opinion upon its merits."
1462,Anna rode off at as much speed or more than was safe downhill among the stones.
577,"She does not flirt, and Ned has too much sense and spirit to be caught by a silly coquette."
3968,Will that satisfy you?
2716,"""It will do no harm to pay them a brief visit,"" said Princess Clia."
732,'A passage to what?'
1761,"He paused for an instant to think what he should do next, and while he did so he fancied he heard Redmouth's voice on the opposite side of the mountain."
2555,Their cries served only to augment their torture.
2306,"I am the baby of the family--you know,"" added the man in tweeds, stroking his moustache with an ingenuous smile."
149,"""But the condition of the poor....  ""Is that Mr. Balladyce?"
136,"We used, indeed, to have great days with perch at Faldonside, on the land which Sir Walter Scott was always so anxious to buy from Mr. Nichol Milne."
1658,Little Chandler felt his cheeks suffused with shame and he stood back out of the lamplight.
1683,"Crefton was glad when he found himself out of earshot, in the quiet and seclusion of the deep overgrown lanes that seemed to lead away to nowhere; one, narrower and deeper than the rest, attracted his footsteps, and he was almost annoyed when he found that it really did act as a miniature roadway to a human dwelling."
3562,"I visioned it, and I made it."
1344,"The knot was tied for the couple in New York, where, to protect the legitimacy of such other children as might come to them, they settled and prospered."
5240,The odds of battle were too great.
7117,"While he still sat at his coffee, she flung into the room again, and dashed some papers down beside his plate."
7802,We got to the Soho house in plenty of time and met Mr. Carter outside.
2510,"He made up his mind promptly, and he acted promptly."
4601,"So in her bosom even now; the strongest qualities she possessed, long turned upon themselves, became a heap of obduracy, that rose against a friend."
947,Then the train came in and the party was off with a waving of handkerchiefs.
2239,"Slowly Romola fell on her knees, and in the very act a tremor came over her; in the renunciation of her proud erectness, her mental attitude seemed changed, and she found herself in a now state of passiveness."
3138,"In Entre Rios, the Sala consisted of only six representatives."
4275,Where?'
1250,"I am in elegant France now, and not scurrying through the great South Pass and the Wind River Mountains, among antelopes and buffaloes and painted Indians on the warpath."
400,"The hearty Highlander spoke the Indian tongue fluently, but in the excitement of his feelings mingled it with a good deal of English and an occasional growl of expressive Gaelic."
181,"We have found a refuge in a boarding-house which has been highly recommended to me, and where the arrangements partake of that barbarous magnificence which in this country is the only alternative from primitive rudeness."
1606,No!--for me the Trumpington Road on foot in the afternoon.
2333,‘Who said so?’  Nobody replied.
1840,1.
82698,"Were it a river of gold and silver, there would be old fishing on the banks thereof."
2058,"""Reckon we'd do well to figure on a permanent home in Arizona, where both summers and winters are pleasant."
9404,"""Paralysis?"""
241,"What the fallacy is, we shall discover as we proceed; but as an invading army should not leave an untaken fortress in its rear, we must not go on with our inquiry into the views of Reynolds until we have settled satisfactorily the question already suggested to us, in what the essence of poetical treatment really consists."
767,"In Italy the thing has already passed its inevitable climax, and the State is now struggling valiantly to put a disorganized, ill-equipped and undisciplined network of railways, the legacy of a period of private enterprise, into tolerable working order."
4083,"Sir Ralph Pimpernel and his party at once went on board, and as soon as their horses were embarked the sails were hoisted."
3629,"Anyhow, that was not Bolter's account of it."
5642,"""Didn't he manage to beat the blues at Amaillou and at Coron, and at Durbellière?"
4806,"In front, blank space."
2230,"The perspiration was rolling down his round, red face, and he took out his handkerchief and carefully wiped it away, waving his fish tail gently at the same time."
18671,"It was only when leaving that he added: ""So they're not selling the Bolderby Old Crome, after all?"""
10706,"The people took her, when she rode out in her carriage presently, for a great lady, as happy as she was rich and fine."
6776,Could the enemy be at hand?
3164,Or a poison bouquet to strike him down.
214,"""Not for no parties, ma'am."""
2954,"""Come on,"" and he turned back and struck out for the palms and bushes beyond."
1511,"He stared at them proudly, piled stone mammoth skulls."
971,"The cabin being too small to hold them all, some of the visitors clustered round the open skylight, and gazed eagerly down, while a few who could not find a point of vantage contented themselves with listening."
2123,"Then it would seem that he fainted, overcome by these terrors, real or imaginary."
1703,"In that poem we read of a magic shield which casts a supernatural and intolerable splendour, whereby every gazer is cast into a trance; and of a spear whose lightest touch overthrows every opponent."
81,"""You were one of them, Jack."""
1603,"And the grimly sympathetic Generals testified assent; endeavored to talk a little, could at least smoke, and look friendly; till the King gathered strength for continuing his instructions to his Successor."
8025,"Indeed they thought not of him, for soon the fog begin to melt away, and all was clear again."
1917,JAYSON--[Huskily.]
2552,It is bitter to die in a foreign land.
3040,Out on the moors was no sound but time tinkling of distant sheep bells.
1826,The shaggy man hesitated.
2423,"""You know, of course, Captain Daggett, that this is my whale,"" said Gardiner."
572,All else was spiders' webs in chalk.
6262,"It contained but few words, short and clear as the call of a war-trumpet."
2340,At last!
754,I shall describe how I taught myself navigation.
1696,"She reproached herself with the crime of his death; guilt and its punishments appeared to surround her; in vain she endeavoured to allay remorse by the memory of her real integrity; the rest of the world, and she among them, judged of her actions, by their consequences."
7588,As far as I can see into such affairs no alternative was allowed to her.
1289,"He did not name other men, as Mr. Pollock holds, to shield the Jesuits."
1769,But that is nothing.
4844,"Is the sun's light perished out of the sky, because the world is black with cloud and mist?"
19340,"Horrid blasphemy; away with your hellish logic, and speak Scripture."""
3722,Billy took it and shook it.
1547,"All this was known to the English Government, as we shall show, through Pickle, and the knowledge must have strained the relations between George II."
4930,'How very good of him!'
1413,"Now tell me, did he come hither about the time of the feast of Pentecost a year ago?"""
532,"Far down inside the ship, carefully armoured and protected, a soft human brain lay in a tank of liquid, a thousand minute electric charges playing over its surface."
11036,From that moment events hurried with a headlong rapidity to the parting scene.
1175,"""Plenty of onions and garlic and a dash of red pepper."
249,"""Nothing harmful,"" said Mr. Farrer, calmly."
4912,_Hip_.
109,"One could not learn geography very well through the medium of strange dialects, from dark minds that mingled fact and fable and that measured distances by “sleeps” that varied according to the difficulty of the going."
256,It were a shame to waste time in private quarrelling.
1447,"""The honest truth, I believe,"" he answered, leading her a little away from the crowd of people."
16339,"""I should never have understood her by description."
254,"The Duchess, who had been in constant correspondence with her friend, had asked questions by letter as to Mr. Tregear, of whom she had only known that he was the younger son of a Cornish gentleman, who had become Lord Silverbridge's friend at Oxford."
2250,It's the rarest bit of luck.
1554,"My mind is made up, and I won't hear a word.'"
2565,Begad!
1740,It recalls something to my mind.
2737,This opportunity should therefore not be passed over.
1793,Instantly they stopped their hideous clamour as though at a word of command.
8188,"'Except, of course, at the funeral."
699,"Without, however, venturing here on any attempt at decision how much novel reading should be allowed, let me at least clearly assert this,--that whether novels, or poetry, or history be read, they should be chosen, not for their freedom from evil, but for their possession of good."
415,"""Lords of hell are they!"""
4274,"Uncertain whether the front of the small party on the right of the second line (now consisting of some sixty-five Sappers and Canadians lying in one mingled line) was clear for firing should the Boers leave their trenches, Captain Boileau, of the Sappers, crawled forward along the bank of the river, and discovered Captain Stairs and ten men of the Canadians, the survivors of the firing line, firmly ensconced in a crevice of the river bank overlooking the laager, quite happy on being reassured as to the proximity of support."
234,"He said he liked to hear of the differences between the different sections, for what we had most to fear in our country was a wearisome sameness of type."
9899,"Apoplexy, symptoms of at great elevations, ii."
4910,'Are you all alone here!'
4620,he murmured.
1902,"that is the great thing in life, to live the truth."
3593,"""Anyhow,"" he continued, ""you're a staunch and capable ally, and as that gives you a claim on me, you won't find me reluctant to do my part whenever the time comes."""
3018,"""Good."
4002,"""It struck me all of a 'eap,"" said Mrs."
8161,"Dale?"""
701,"_Reproductive System_,--_Male Organs._--All the Cirripedia which I have hitherto examined, with the exception of certain species of Ibla and Scalpellum, are hermaphrodite or bisexual."
2135,"She had come over to them, anxious to begin again."
3933,"He says that the greatest improvements have been made in jack-screws."""
1287,He is crossing to the outer door when she intercepts him.
1825,He considered that he had shown remarkable patience with a somewhat troublesome visitor.
170,"Now I must take leave to inform you, that several members of our House, and myself among the rest, knowing some time ago what was upon the anvil, went to all the clergy we knew of any distinction, and desired their judgment of the matter, wherein we found a most wonderful agreement; there being but one divine that we could hear of in the whole kingdom, who appeared of a contrary sentiment, wherein he afterwards stood alone in the convocation, very little to his credit, though, as he hoped, very much to his interest."
343,"Hatch and Sir Oliver discussed together for a while their altered situation; ten men, it was decided between them, should be reserved, not only to garrison the Moat House, but to escort the priest across the wood."
2453,said Baldwin with an oath.
14,"They are not the showy folk; they are not the clever, attractive folk."
927,"After a while the boys got so they forgot him, and nobody wanted to go out and feed the pony, especially after dark; but he knew how to take care of himself, and when he had eaten up everything there was in the cow-shed he would break out and eat up everything there was in the yard."
4747,"On both the upper and lower surface of the blade there are numerous minute, almost sessile glands, consisting of four, eight, or twelve cells."
836,"Nor is the expensive dressing a little tax upon tradesmen, as it is now come up to an excess not formerly known to tradesmen; and though it is true that this particularly respects the ladies (for the tradesmen's wives now claim that title, as they do by their dress claim the appearance), yet to do justice to them, and not to load the women with the reproach, as if it were wholly theirs, it must be acknowledged the men have their share in dress, as the times go now, though, it is true, not so antic and gay as in former days; but do we not see fine wigs, fine Holland shirts of six to seven shillings an ell, and perhaps laced also, all lately brought down to the level of the apron, and become the common wear of tradesmen--nay, I may say, of tradesmen's apprentices--and that in such a manner as was never known in England before?"
1266,"Up to the last moment, I was undecided by what route to travel."
537,That sober look does not sit on that sun-burnt face as if it were native to it; those eyes don't look as if the Redclyffe spirit was extinguished.'
6462,"That man comes from Holloway, and Paradise Row and the 'Duchess of Edinburgh.'"
6523,And then if we broke those again?
5023,"""The uncle is away,"" I answered, ""and the girl cannot very well come by herself."
1946,Deeply did they sympathise in all her sufferings from the impediments cast in her way at Stokesley.
4582,"""If,"" muttered she, ""if he _should_ write, what then?"
1021,"They were building with sticks of wood, which they piled in various ways, so as to make houses."
1564,"""Yes."
7643,"Say I am thinking of him--since I have seen him--with such new thoughts!"""
474,"Everybody was up to see him off in the morning, to give him coffee and good advice, and kisses, and to throw all manner of old shoes after him as he started on his great expedition to Parliament."
824,"Taylor, op."
1203,"In the plant world, substitution often takes place far more rapidly."
1684,"They told me, in particular, of one workman that made a ship with all its tackle and masts and sails in earthenware, big enough to carry fifty men."
902,"Geoffrey and Margaret made occasional absences from Brent's Rock, and on each of these occasions Wykham Delandre also absented himself; but as he generally heard of the absence too late to be of any service, he returned home each time in a more bitter and discontented frame of mind than before."
5874,Charley looked very grave.
3811,"Now look here, young Carl; starting in to-morrow, you begin to read oodles of books."
5657,"After an interval, the distinction, the irregular charm, of the small face with its long tapering nose and its bright oval eyes were very notable."
1788,"When Alan remonstrated with him as to the cork mattress, suggesting that it should be thrown away as too hot to wear, Jeekie replied that he had been cold for thirty years, and wished to get warm again."
1645,"One of them, who made love to her, asked her who she was, and she said that her father was a rich man in Sidon, but that pirates had carried her away and sold her to her master."
19933,"Queensberry,   William Douglas, fourth Duke of (""Old Q."
1294,"""He come out from Vermont in 1867--no, wait, in 1868, it must have been--and took a claim on the Rum River, quite a ways above Anoka."""
1942,"Stop!"""
1251,"Perhaps all parts of Oz might not be called truly delightful, but it was surely delightful in the neighborhood of the Emerald City, where Ozma reigned."
1337,"It will be admitted that, by asserting the proposition, we wish to communicate information of that physical fact, and are not thinking of the names, except as the necessary means of making that communication."
1326,"Whether Abner's attendance on the butcher was merely an excuse to withdraw with the decanter, I cannot say."
4003,"Terence made a round of the troops and addressed a few words to each company, praising their conduct, and thanking them for the readiness and quickness with which they had obeyed his orders."
1110,"""I am not sure,"" she said, ""that you did not deserve it; but then, you see, you are too old a friend to be so summarily dealt with."""
3382,"Whatever else is doubtful, this is sure."
2801,WELLWYN.
158,Carol was dizzy with music and the emotions of parting.
1188,|---|---|---|---|       All y are m.            |   | 1 |   |   |                               |    ---|---    |                               | 0     |       |                                ---------------                                  ---------------                                | 0     |     0 |                                |    ---|---    |                                |   |   |   |   |  14.
3043,"A number of the other students had come as far as Ithaca with them, and here the crowd had dinner at one of the hotels,--the same place where Tom had once played his great joke on Josiah Crabtree."
758,"""Oh, what a glorious 'ad.'!"
1974,"""And when I speak of people being middle-aged and steady, John, and pretend that we are a humdrum couple, going on in a jog-trot sort of way, it's only because I'm such a silly little thing, John, that I like, sometimes, to act as a kind of Play with Baby, and all that: and make believe."""
305,"I can see nothing in the writer but a clever man who knows the curiosity of the human race, and is always promising something from volume to volume, in order to go on selling them."""
2075,"The latter will be of little use in drilling your troops, for he is ignorant of the language, and has come as my personal attendant."
197,"Which regular method has been, as it deserves, adjudged in courts of law a good marriage, where it has been by cross and ill people disputed and contested, for want of the accustomed formalities of priest and ring, &c.--ceremonies they have refused, not out of humour, but conscience reasonably grounded; inasmuch as no scripture example tells us, that the priest had any other part, of old time, than that of a witness among the rest, before whom the Jews used to take one another: and, therefore, this people look upon it as an imposition, to advance the power and profits of the clergy: and for the use of the ring, it is enough to say, that it was a heathenish and vain custom, and never in practice among the people of God, Jews, or primitive Christians."
20730,"Having so spoken he hurried out of the room, leaving Paul Montague bewildered by the tidings which had been announced to him."
254,"Why should one man be given gold, and another be given parched peas?"
940,"The answer, of course, was meant to be crushing."
9276,"a couple of hours--and I'm very glad, Nicholas my dear, that I prevailed upon her not to sit up, for I wished very much to have an opportunity of saying a few words to you."
13609,"What could I say to him but what Brantôme said to some _ferrailleur_ who had been too successful in a duel, 'Ah!"
4090,It remained for the Hardy Boys to make an astonishing      discovery that cleared up the mystery.
1771,"Certainly it would be pleasant to be her boy again, but, on the other hand, what times those had been in the Gardens!"
4553,Do you suppose I was going to wear her gloves after that?
783,asked Mr. Blake.
652,"That was the last word, to this day, that we of America ever received from Europe."
4017,"Say I told you so; and thereupon I give thee his health."""
4701,"It was, however, known that all the powers had determined to refuse to recognize Napoleon as Emperor of France, and that a great coalition against him was being arranged."
60,"What is there that can give a generous spirit more pleasure and complacency of mind than to consider that he is an instrument of doing much good; that great numbers owe to him, under God, their subsistence, their safety, their health, and the good conduct of their lives?"
587,"""They did."
8396,"""Nay, Marion, not that."
6345,The organs of sight and hearing are generally admitted to be homologous with one another and with various dermal appendages; hence these parts are liable to be abnormally affected in conjunction.
621,It teaches profoundly the insignificance of the atoms of creation.
956,"This they said, and this they meant."
4601,"""Of all dreams and illusions!..."
1968,"""Where's thot seven to one?"""
4076,"""Smuggling's profitable."
4395,She perceived how animal was the love which bargained.
3983,'Are not you going to the men?'
11297,For nine years I was a queen.
4150,"There were mines on the island, and he might be able to engage a rescue party; but he reflected that he could not beat the sloop back to windward unless the breeze fell, which it showed no signs of doing."
187,"Shall I have it?"""
1948,"""God forbid!"""
3777,"And this was done ""without candle or any light being burned in honour of the dead, and without the presence of any priest or other person to care for the Pope's remains."""
338,"He stands out, both by his excellences and his defects, as the spokesman and ideal of all the unrest and unhealth of sensitive young men for many a year after."
475,"I have hired a pony, which will be here to-day from Poole, and I have arranged with Watson, a fisherman at Swanage, that you can go out with him in his fishing-boat whenever you are disposed."
2597,"Before him there was a stretch of rough down, and the noise of the sea-surf was audible upon one hand."
16688,I tell you to stay.
1289,The nature and fruits of that career I shall consider in the next two chapters.
1947,"Fakhizah), a clan."
664,"His education was neglected, as he received no instruction at this time except from a dancing-master and a barber, who were his only tutors."
1368,Popular opinion is strongly in favour of beasts seeing ghosts.
702,"'Revue des Cours Scientifiques,' 1867-1868, p. 625."
1821,[Sardonically-taking another sandwich.]
596,"But follow me now, and I will show you the only chance we have.”  With this he conducted me to the verge of the cataract, and pointed along the side of the ravine to a number of curious-looking roots, some three or four inches in thickness, and several feet long, which, after twisting among the fissures of the rock, shot perpendicularly from it, and ran tapering to a point in the air, hanging over the gulf like so many dark icicles."
3526,"""They live in the caves on the other side of the central lake."""
2602,It was with the purpose of bringing this great fact into prominence; of getting people to open both their eyes when they look at Ecclesiasticism; that I devoted so much space to that miraculous story which happens to be one of the best types of its class.
737,"""Good bye."""
5602,"Supposing they should discover that you have deceived them, before they have been obliged to leave the country!"""
2041,"""Mr. Ben Oates, indeed, told me some wonderful stories about it."
17595,But Sophy was heartlessly cruel in her indifference.
645,[Sidenote: The cardinal's scheme.]
17939,"After vainly trying to make himself understood in speech, he makes signs for a pencil."
2463,"""And between you and me, Miss Abbeway, there isn't much we might ask for that they'd care to refuse us just now."""
2284,See there.
1154,asked Jerry.
11793,"Some hints of your father's had been followed up, and the main discovery worked out, though not perfected."""
6620,At dusk she arrived at the first lodge of a very extensive village.
7026,"Her mother's words contained a reproach against herself, tacit and unintended indeed, but not the less keenly felt."
3060,"Her visions of happiness with the man whom her judgment not less than her inclination approved, had been such as experience and religion might justify."
5081,3 _b´_ _d_) is less acuminated at its upper end.
1473,ANABEL.
3142,"""Sartain shur, Slavin."""
1622,"I was annoyed, not with people, but with things, like a baby; with the motor for breaking down and with Sunday for being Sunday."
3674,"""Madam, if you knew me,"" said Lord Glenvarloch, ""you would spare the suspicion implied in your words."""
3302,He does not say that he had risen from a sick-bed to smash the windows.
416,So great was the force of the impact when the thing struck Bradley between the shoulders that the man was half stunned.
8919,"If Sir Thomas will allow me to say as much, the request ought to have been made."""
11121,Ah!
1601,"The house, for it could not be termed a castle, was only two stories high, low and massively built, with doors and windows forming the heavy round arch which is usually called Saxon;--the walls were mantled with various creeping plants, which had crept along them undisturbed--grass grew up to the very threshold, at which hung a buffalo's horn, suspended by a brass chain."
8832,"""I once asked you,"" Miss Jillgall reminded me, ""what Helena would do when she came out of prison, and you said she would do very well."
962,"Anne Maria objected to this, saying that it was not quite proper."
2450,"Or we can fly from this cursed wealth, and all the misery it has entailed--forever."""
474,He knew that the first who should convey the alarm of fire to a fire-station would receive a shilling for his exertions.
1383,They are worn and gloomy; they have a hollow look that I can't bear to see.
